,zipcode,city,latitude,longitude,price,bathrooms,bedrooms,livingArea,homeType,lotAreaValue,lotAreaUnit,detailUrl
83,91724,Covina,34.078354,-117.85775,1448888.0,3.0,5.0,2888.0,SINGLE_FAMILY,0.469742883379247,acres,https://www.zillow.com/homedetails/3436-Rancho-Rio-Bonita-Rd-Covina-CA-91724/21555256_zpid/
84,91724,Covina,34.10651,-117.84088,239000.0,2.0,3.0,1176.0,MANUFACTURED,,,https://www.zillow.com/homedetails/21210-E-Arrow-Hwy-TRAILER-42-Covina-CA-91724/136705374_zpid/
85,91724,Covina,34.090885,-117.860916,770000.0,2.0,3.0,1364.0,SINGLE_FAMILY,7969.0,sqft,https://www.zillow.com/homedetails/444-N-Rimhurst-Ave-Covina-CA-91724/21546254_zpid/
86,91724,Covina,34.10515,-117.84752,560000.0,3.0,3.0,1291.0,TOWNHOUSE,3.0003,acres,https://www.zillow.com/homedetails/20821-E-Calora-St-APT-E8-Covina-CA-91724/21535007_zpid/
87,91723,Covina,34.086487,-117.8837,649800.0,2.0,2.0,1176.0,MULTI_FAMILY,5182.0,sqft,https://www.zillow.com/homedetails/383-E-Badillo-St-Covina-CA-91723/21553774_zpid/
88,91723,Covina,34.084984,-117.8826,599995.0,3.0,3.0,1414.0,TOWNHOUSE,0.9969467401285583,acres,https://www.zillow.com/homedetails/427-E-Algrove-St-Covina-CA-91723/21553860_zpid/
89,91724,Covina,34.076447,-117.84838,1325000.0,3.0,5.0,3026.0,SINGLE_FAMILY,0.5058769513314968,acres,https://www.zillow.com/homedetails/751-S-Rancho-Simi-Dr-Covina-CA-91724/21555475_zpid/
90,91724,Covina,34.080887,-117.86261,900000.0,3.0,4.0,1854.0,SINGLE_FAMILY,10329.0,sqft,https://www.zillow.com/homedetails/1336-E-Navilla-Pl-Covina-CA-91724/21554651_zpid/
91,91723,Covina,34.07622,-117.876564,888000.0,2.0,3.0,1484.0,SINGLE_FAMILY,9422.0,sqft,https://www.zillow.com/homedetails/711-E-Camellia-Dr-Covina-CA-91723/21557045_zpid/
92,91724,Covina,34.072422,-117.85178,4200000.0,7.0,8.0,5745.0,SINGLE_FAMILY,4.5225,acres,https://www.zillow.com/homedetails/20620-E-Covina-Hills-Rd-Covina-CA-91724/21555749_zpid/
93,91724,Covina,34.101048,-117.84565,560000.0,3.0,2.0,1131.0,CONDO,0.8607667584940312,acres,https://www.zillow.com/homedetails/1190-N-Sunflower-Ave-Covina-CA-91724/21535416_zpid/
94,91724,Covina,34.081482,-117.84954,1099800.0,3.0,4.0,2265.0,SINGLE_FAMILY,0.254178145087236,acres,https://www.zillow.com/homedetails/1946-E-Rancho-Culebra-Dr-Covina-CA-91724/21555557_zpid/
95,91722,Covina,34.095078,-117.90719,835900.0,2.0,3.0,1590.0,SINGLE_FAMILY,0.2764692378328742,acres,https://www.zillow.com/homedetails/865-W-Chester-Rd-Covina-CA-91722/21548631_zpid/
96,91724,Covina,34.07917,-117.85517,1599000.0,4.0,4.0,3221.0,SINGLE_FAMILY,0.8117998163452709,acres,https://www.zillow.com/homedetails/20425-E-Rancho-Los-Cerritos-Rd-Covina-CA-91724/21555369_zpid/
97,91722,Covina,34.09839,-117.90764,85000.0,1.0,2.0,440.0,MANUFACTURED,,,https://www.zillow.com/homedetails/1045-N-Azusa-Ave-TRAILER-99-Covina-CA-91722/136705851_zpid/
98,91724,Covina,34.064743,-117.85844,4980000.0,7.0,5.0,7238.0,SINGLE_FAMILY,4.3238,acres,https://www.zillow.com/homedetails/20224-E-Lorencita-Dr-Covina-CA-91724/21487250_zpid/
99,91724,Covina,34.10119,-117.87173,499000.0,2.0,2.0,1095.0,CONDO,2.2873,acres,https://www.zillow.com/homedetails/4900-N-Grand-Ave-APT-351-Covina-CA-91724/21538024_zpid/
100,91722,Covina,34.08794,-117.911865,432900.0,2.0,1.0,736.0,TOWNHOUSE,,,https://www.zillow.com/community/flats-towns-at-covina-bowl/2058999082_zpid/
101,91722,Covina,,,475000.0,2.0,2.0,922.0,CONDO,1.3185,acres,https://www.zillow.com/homedetails/Covina-CA-91722/21635503_zpid/
102,91723,Covina,34.0887,-117.88645,365000.0,,,,LOT,7021.0,sqft,https://www.zillow.com/homedetails/247-E-Italia-St-Covina-CA-91723/21547853_zpid/
103,91722,Covina,34.09839,-117.90764,75000.0,2.0,2.0,720.0,MANUFACTURED,,,https://www.zillow.com/homedetails/1045-N-Azusa-Ave-TRLR-48-Covina-CA-91722/2117965082_zpid/
104,91722,Covina,,,702829.0,4.0,3.0,1573.0,CONDO,,,https://www.zillow.com/homedetails/258-Pin-Ln-Covina-CA-91722/2056105672_zpid/
105,91724,Covina,34.06784,-117.86596,2890000.0,5.0,5.0,5000.0,SINGLE_FAMILY,1.182,acres,https://www.zillow.com/homedetails/2903-N-Monte-Verde-Dr-Covina-CA-91724/21487332_zpid/
106,91722,Covina,34.09411,-117.925865,684000.0,1.0,3.0,956.0,SINGLE_FAMILY,6611.0,sqft,https://www.zillow.com/homedetails/4469-N-Vincent-Ave-Covina-CA-91722/21542423_zpid/
107,91723,Covina,34.09131,-117.89284,665000.0,3.0,3.0,1620.0,TOWNHOUSE,0.8880624426078971,acres,https://www.zillow.com/homedetails/534-N-Cabernet-Dr-Covina-CA-91723/79802743_zpid/
108,91722,Covina,34.09545,-117.90578,725000.0,2.0,3.0,1370.0,SINGLE_FAMILY,8858.0,sqft,https://www.zillow.com/homedetails/808-W-Cypress-St-Covina-CA-91722/21548621_zpid/
109,91722,Covina,34.10455,-117.880005,774995.0,3.0,4.0,1963.0,SINGLE_FAMILY,3461.0,sqft,https://www.zillow.com/homedetails/556-E-Calora-St-Covina-CA-91722/21538349_zpid/
110,91724,Covina,34.105156,-117.847534,499999.0,3.0,2.0,1212.0,CONDO,3.0003,acres,https://www.zillow.com/homedetails/20801-E-Calora-St-APT-H3-Covina-CA-91724/21535038_zpid/
111,91724,Covina,34.09102,-117.846756,3280000.0,6.0,7.0,7349.0,SINGLE_FAMILY,1.1541,acres,https://www.zillow.com/homedetails/4305-N-Sunflower-Ave-Covina-CA-91724/21545487_zpid/
112,91722,Covina,34.097748,-117.9209,595000.0,1.0,3.0,964.0,SINGLE_FAMILY,6142.0,sqft,https://www.zillow.com/homedetails/16703-E-Benwood-St-Covina-CA-91722/21543105_zpid/
113,91724,Covina,34.07407,-117.85982,2295000.0,6.0,5.0,4800.0,SINGLE_FAMILY,1.0474,acres,https://www.zillow.com/homedetails/1466-E-Covina-Hills-Rd-Covina-CA-91724/21555238_zpid/
114,91724,Covina,34.093483,-117.87064,75000.0,2.0,2.0,820.0,MANUFACTURED,,,https://www.zillow.com/homedetails/716-N-Grand-Ave-TRAILER-B4-Covina-CA-91724/136705998_zpid/
115,91724,Covina,34.08141,-117.854195,3180000.0,6.0,5.0,5700.0,SINGLE_FAMILY,1.0522,acres,https://www.zillow.com/homedetails/20543-Rancho-La-Floresta-Rd-Covina-CA-91724/21555531_zpid/
116,91724,Covina,34.093483,-117.87064,80000.0,1.0,2.0,800.0,MANUFACTURED,,,https://www.zillow.com/homedetails/716-N-Grand-Ave-TRAILER-H6-Covina-CA-91724/136706032_zpid/
117,91724,Covina,34.095207,-117.870834,109900.0,1.0,1.0,340.0,MANUFACTURED,,,https://www.zillow.com/homedetails/19548-E-Cypress-St-TRAILER-44-Covina-CA-91724/2056298772_zpid/
118,91722,Covina,34.0972,-117.90593,718000.0,4.0,3.0,1747.0,CONDO,7133.0,sqft,https://www.zillow.com/homedetails/1179-Tangerine-Dr-Covina-CA-91722/325627161_zpid/
119,91723,Covina,34.092854,-117.88181,432900.0,2.0,1.0,736.0,TOWNHOUSE,,,https://www.zillow.com/community/flats-towns-at-zest/2058999064_zpid/
120,91724,Covina,34.05663,-117.8626,1899999.0,6.0,6.0,5543.0,SINGLE_FAMILY,0.8732782369146006,acres,https://www.zillow.com/homedetails/2358-Cameron-Ave-Covina-CA-91724/21487547_zpid/
121,91722,Covina,34.09839,-117.90764,131000.0,2.0,3.0,0.0,MANUFACTURED,,,https://www.zillow.com/homedetails/1045-N-Azusa-Ave-58-Covina-CA-91722/136705814_zpid/
122,91724,Covina,,,79000.0,1.0,0.0,255.0,MANUFACTURED,,,https://www.zillow.com/homedetails/19548-E-Cypress-St-4-Covina-CA-91724/2068217436_zpid/
123,91723,Covina,34.07701,-117.88833,699880.0,1.0,3.0,1266.0,SINGLE_FAMILY,6308.0,sqft,https://www.zillow.com/homedetails/169-E-Loma-Vista-St-Covina-CA-91723/21556805_zpid/
124,91724,Covina,34.087074,-117.86226,630000.0,3.0,3.0,1412.0,CONDO,,,https://www.zillow.com/homedetails/180-N-Glendora-Ave-87-Covina-CA-91724/21546712_zpid/
125,91724,Covina,34.084465,-117.84673,3500000.0,6.0,8.0,5604.0,SINGLE_FAMILY,1.434,acres,https://www.zillow.com/homedetails/20827-E-Mesarica-Rd-Covina-CA-91724/21545574_zpid/
126,91724,Covina,34.057323,-117.85682,299000.0,,,,LOT,0.8984159779614325,acres,https://www.zillow.com/homedetails/2117-S-Buenos-Aires-Dr-Covina-CA-91724/95631205_zpid/
127,91724,Covina,34.102547,-117.84432,1150000.0,3.0,5.0,1800.0,SINGLE_FAMILY,0.5640495867768595,acres,https://www.zillow.com/homedetails/21062-E-Cienega-Ave-Covina-CA-91724/21535391_zpid/
128,91723,Covina,34.077923,-117.88656,1600000.0,5.0,8.0,3690.0,MULTI_FAMILY,7104.636,sqft,https://www.zillow.com/homedetails/645-S-Eremland-Dr-Covina-CA-91723/2090158637_zpid/
129,91722,Covina,34.08815,-117.91175,692000.0,3.0,1.0,1705.0,SINGLE_FAMILY,,,https://www.zillow.com/community/rows-at-covina-bowl/2058999042_zpid/
130,91722,Covina,34.08794,-117.911865,655900.0,2.0,3.0,1827.0,TOWNHOUSE,,,https://www.zillow.com/community/flats-towns-at-covina-bowl/2058999061_zpid/
131,91724,Covina,34.095207,-117.870834,99000.0,1.0,1.0,480.0,MANUFACTURED,,,https://www.zillow.com/homedetails/19548-E-Cypress-St-TRAILER-39-Covina-CA-91724/250349956_zpid/
132,91723,Covina,34.086815,-117.89869,385000.0,,,,LOT,8187.0,sqft,https://www.zillow.com/homedetails/0-N-Hollenbeck-Ave-Covina-CA-91723/2058228869_zpid/
133,91723,Covina,34.092854,-117.88181,498900.0,2.0,1.0,935.0,TOWNHOUSE,,,https://www.zillow.com/community/flats-towns-at-zest/2058999071_zpid/
134,91724,Covina,34.093483,-117.87064,90000.0,1.0,1.0,,MANUFACTURED,,,https://www.zillow.com/homedetails/716-N-Grand-Ave-TRLR-J1-Covina-CA-91724/2103264204_zpid/
